Student_Unique_ID,Age,Gender,Home_Location,Family_Income,Attendance_Rate,Study_Hours,Past_Failures,Previous_Score,Exam_Score,Internet_Access,Sleep_Hours,Motivation_Level,Peer_Influence,Smoking_Habits,Alcohol_Use,Sports_Participation,Cultural_Activities,Club_Membership,Leadership_Role,Volunteer_Hours,Competitions_Attended,Awards_Received,Creative_Projects,Performance_Label,Region,Class,Section,Parental_Education_Level,Parental_Occupation,Study_Environment,Access_to_Tutoring,Mental_Health_Status,Nutrition_Quality,Transport_Mode,Device_Availability
S7_N_B_0034,13,Female,Rural,Low,95.48,2.4,2,68.91,81.34,No,5.2,Low,Negative,Yes,Yes,No,Yes,No,Yes,2,3,1,3,High,North,7th,B,Master,Farmer,Shared,No,Stressed,Poor,Cycle,Yes
S6_S_D_0041,12,Female,Rural,High,93.48,5.0,1,77.07,69.34,No,8.9,High,Neutral,Yes,Yes,No,Yes,Yes,Yes,19,3,3,4,High,South,6th,D,,Unemployed,Quiet,No,Stable,Poor,Bus,No
S10_E_B_0035,15,Male,Rural,Low,91.97,5.7,2,80.36,57.92,No,8.0,Low,Positive,No,No,No,Yes,No,Yes,4,8,3,4,Medium,East,10th,B,High School,Teacher,Shared,Yes,Stable,Average,Cycle,Yes
S12_N_B_0050,17,Male,Suburban,Medium,82.05,4.2,2,90.76,76.99,No,7.0,High,Negative,No,No,No,Yes,Yes,Yes,2,0,3,3,Medium,North,12th,B,,Farmer,Shared,No,Stable,Poor,Bus,No
S11_E_C_0040,16,Female,Rural,High,78.95,4.2,3,60.04,55.95,No,5.6,High,Positive,Yes,No,No,Yes,Yes,Yes,12,9,4,0,Medium,East,11th,C,,Unemployed,Quiet,Yes,Stressed,Poor,Bus,Yes
S12_E_D_0041,17,Female,Urban,Low,90.83,3.7,3,48.29,67.86,No,5.1,High,Negative,Yes,No,No,No,No,Yes,14,1,2,4,High,East,12th,D,High School,Farmer,Noisy,No,Stable,Average,Bus,Yes
S7_E_C_0050,13,Female,Urban,Medium,89.13,5.0,0,90.35,52.57,No,5.7,Low,Neutral,Yes,Yes,Yes,Yes,Yes,No,12,1,2,3,Low,East,7th,C,Bachelor,Farmer,Noisy,No,Stressed,Average,Walk,No
S12_N_B_0051,17,Female,Urban,High,97.14,2.9,1,43.43,85.55,Yes,5.9,Medium,Neutral,Yes,No,Yes,No,No,Yes,13,1,0,2,High,North,12th,B,,Unemployed,Noisy,Yes,Stable,Poor,Bus,No
S7_E_D_0034,13,Female,Rural,High,93.23,5.0,2,85.22,80.4,Yes,7.9,High,Negative,Yes,No,No,No,No,Yes,6,9,4,0,Low,East,7th,D,,Engineer,Quiet,No,Stable,Good,Bus,Yes
S8_N_B_0047,14,Male,Suburban,High,87.91,1.1,2,56.8,75.97,No,5.0,High,Neutral,No,No,Yes,No,Yes,Yes,12,1,4,2,High,North,8th,B,Bachelor,Unemployed,Noisy,Yes,Stable,Good,Bus,Yes
S6_W_D_0056,12,Male,Suburban,Medium,87.3,2.3,3,48.98,81.94,Yes,4.1,Medium,Negative,No,Yes,Yes,No,Yes,Yes,10,0,3,2,High,West,6th,D,High School,Engineer,Shared,Yes,Stressed,Average,Cycle,No
S11_N_B_0042,16,Male,Suburban,Medium,89.38,1.5,3,81.39,90.82,Yes,4.1,High,Negative,No,Yes,Yes,Yes,No,No,5,8,1,4,Medium,North,11th,B,Master,Farmer,Shared,Yes,Stressed,Good,Cycle,No
S11_E_B_0049,16,Female,Suburban,High,96.5,1.4,0,92.15,82.04,Yes,5.6,Medium,Negative,Yes,Yes,Yes,No,No,No,7,1,2,0,Low,East,11th,B,High School,Teacher,Quiet,No,Anxious,Poor,Cycle,No
S7_W_C_0044,13,Female,Urban,High,96.79,5.9,0,95.39,61.94,No,8.0,Low,Negative,Yes,Yes,No,Yes,No,Yes,10,0,0,0,Medium,West,7th,C,,Unemployed,Noisy,No,Stable,Good,Car,Yes
S9_W_C_0047,14,Female,Rural,Low,92.68,4.2,3,87.64,58.94,No,8.5,Low,Negative,No,No,Yes,No,No,No,5,6,2,3,High,West,9th,C,Master,Unemployed,Quiet,No,Stable,Average,Bus,No
S6_W_A_0043,12,Female,Urban,Low,85.5,2.6,0,84.71,81.66,No,8.7,Low,Negative,No,Yes,No,No,Yes,Yes,4,9,0,2,High,West,6th,A,High School,Unemployed,Shared,No,Stressed,Good,Walk,Yes
S10_E_D_0047,15,Female,Suburban,Medium,91.91,4.1,2,63.84,45.22,Yes,5.3,Low,Negative,No,No,No,Yes,No,No,19,7,1,3,Medium,East,10th,D,,Teacher,Noisy,No,Anxious,Average,Walk,Yes
S11_W_C_0036,16,Male,Urban,Low,80.98,1.5,3,81.61,53.93,No,6.7,Low,Positive,No,No,Yes,Yes,No,No,14,7,2,2,Low,West,11th,C,Master,Farmer,Shared,Yes,Anxious,Average,Walk,Yes
S7_N_A_0030,12,Female,Suburban,Medium,97.37,5.5,3,66.18,85.25,Yes,6.2,Medium,Positive,No,No,Yes,No,Yes,Yes,17,1,4,4,Medium,North,7th,A,,Farmer,Quiet,Yes,Stressed,Poor,Bus,Yes
S10_W_B_0044,16,Male,Suburban,Medium,98.94,5.9,1,76.93,72.57,No,5.1,Low,Negative,No,No,No,Yes,Yes,Yes,0,3,4,4,High,West,10th,B,High School,Farmer,Quiet,No,Stressed,Good,Bus,No
S7_E_A_0055,13,Male,Urban,High,77.81,2.0,0,49.64,97.08,Yes,7.7,Medium,Negative,No,No,No,Yes,Yes,No,15,4,2,1,High,East,7th,A,,Engineer,Quiet,No,Stable,Poor,Walk,No
S8_W_A_0036,14,Female,Suburban,Low,88.3,4.3,2,64.83,66.45,No,6.3,Low,Positive,Yes,Yes,Yes,No,Yes,No,13,6,2,1,High,West,8th,A,Bachelor,Unemployed,Shared,Yes,Anxious,Average,Cycle,No
S8_N_B_0048,14,Female,Urban,Low,87.26,1.1,2,97.19,91.48,No,6.9,High,Neutral,No,No,No,Yes,No,Yes,15,8,2,1,High,North,8th,B,,Unemployed,Noisy,No,Stressed,Poor,Cycle,Yes
S11_S_D_0049,17,Male,Urban,Low,91.42,4.4,1,45.75,62.73,Yes,7.4,Low,Negative,No,No,No,No,No,Yes,19,3,1,1,High,South,11th,D,High School,Engineer,Shared,No,Anxious,Average,Cycle,No
S10_E_B_0036,15,Male,Suburban,High,77.66,3.0,2,93.16,68.0,Yes,5.5,Low,Negative,Yes,No,Yes,Yes,Yes,Yes,13,8,1,4,Medium,East,10th,B,Master,Farmer,Quiet,Yes,Anxious,Poor,Cycle,Yes
S9_S_B_0042,14,Female,Urban,Medium,83.01,3.0,0,53.1,60.97,No,5.4,Low,Neutral,Yes,No,Yes,No,Yes,Yes,14,1,3,3,Low,South,9th,B,Master,Teacher,Noisy,Yes,Anxious,Poor,Cycle,Yes
S7_W_B_0058,12,Male,Urban,High,79.76,2.0,2,46.63,99.42,Yes,5.7,Low,Neutral,Yes,Yes,Yes,Yes,Yes,No,5,3,0,3,Low,West,7th,B,Master,Unemployed,Noisy,No,Stressed,Poor,Cycle,No
S6_W_D_0057,12,Male,Suburban,Low,97.07,1.9,0,50.8,99.95,No,7.4,Low,Positive,No,Yes,No,No,Yes,Yes,9,4,1,2,Medium,West,6th,D,Master,Unemployed,Quiet,Yes,Stressed,Poor,Cycle,Yes
S12_N_B_0052,17,Female,Rural,High,88.2,4.6,2,59.27,96.31,No,7.4,High,Positive,Yes,Yes,No,No,No,No,11,9,3,2,High,North,12th,B,Bachelor,Unemployed,Shared,No,Stressed,Poor,Bus,Yes
S8_N_C_0051,14,Female,Urban,High,79.56,5.4,3,59.08,82.91,No,4.5,High,Neutral,Yes,No,Yes,No,No,No,17,9,2,1,High,North,8th,C,Master,Unemployed,Noisy,No,Stable,Poor,Bus,Yes
S9_W_D_0046,14,Female,Rural,Medium,96.98,3.4,1,79.6,53.5,No,8.3,Medium,Positive,Yes,Yes,No,Yes,No,Yes,15,8,4,0,High,West,9th,D,Master,Teacher,Noisy,No,Anxious,Poor,Cycle,Yes
S10_N_D_0032,15,Male,Suburban,High,87.08,4.3,2,70.47,79.03,Yes,6.7,Low,Neutral,Yes,Yes,Yes,No,No,Yes,4,1,3,3,High,North,10th,D,High School,Engineer,Shared,Yes,Stable,Poor,Bus,Yes
S6_W_B_0044,12,Female,Suburban,Low,99.99,2.6,1,47.15,45.45,No,6.1,Low,Positive,Yes,No,No,Yes,No,No,7,2,0,0,High,West,6th,B,,Farmer,Noisy,No,Stressed,Poor,Cycle,No
S12_W_A_0053,17,Female,Urban,Medium,90.09,2.8,0,72.25,63.33,No,4.5,Medium,Positive,No,Yes,No,Yes,No,No,5,2,1,0,High,West,12th,A,,Unemployed,Shared,No,Anxious,Good,Walk,No
S10_W_C_0050,15,Male,Suburban,Low,96.08,3.7,3,41.9,41.32,Yes,4.5,High,Negative,Yes,No,Yes,Yes,No,No,3,0,4,0,Medium,West,10th,C,High School,Unemployed,Noisy,Yes,Stressed,Average,Car,Yes
S6_N_C_0039,12,Female,Suburban,Low,86.66,2.9,3,74.06,98.46,No,4.4,Low,Neutral,Yes,Yes,No,No,Yes,No,9,2,1,0,High,North,6th,C,,Engineer,Shared,Yes,Stable,Good,Walk,Yes
S8_W_C_0043,13,Male,Suburban,Low,98.66,2.8,2,62.46,46.63,Yes,7.0,Medium,Positive,No,Yes,No,Yes,No,Yes,17,0,0,0,High,West,8th,C,,Engineer,Noisy,Yes,Stressed,Good,Cycle,No
S10_E_C_0053,15,Female,Suburban,Low,88.81,4.2,0,90.17,52.76,Yes,8.6,Medium,Negative,No,No,No,Yes,No,Yes,15,5,0,4,High,East,10th,C,High School,Engineer,Noisy,Yes,Stressed,Good,Bus,Yes
S6_N_B_0040,12,Female,Urban,Low,76.22,2.5,0,74.43,51.98,No,5.5,Medium,Neutral,No,No,No,Yes,Yes,No,2,8,3,3,Low,North,6th,B,,Engineer,Noisy,Yes,Stable,Average,Car,No
S12_N_C_0038,17,Female,Rural,Medium,83.54,2.3,1,42.14,84.2,Yes,7.7,High,Positive,Yes,No,Yes,No,No,Yes,15,3,0,1,Medium,North,12th,C,Bachelor,Teacher,Quiet,Yes,Stable,Good,Car,Yes
S11_N_D_0052,16,Male,Urban,High,96.5,4.5,3,78.38,98.79,Yes,8.7,Low,Positive,No,No,Yes,Yes,Yes,Yes,15,1,4,1,Medium,North,11th,D,Bachelor,Teacher,Shared,Yes,Anxious,Average,Bus,No
S12_N_D_0042,17,Male,Rural,Low,99.29,4.1,1,82.47,81.71,Yes,8.3,High,Negative,No,No,No,No,Yes,No,18,9,0,4,High,North,12th,D,,Farmer,Shared,No,Stable,Average,Car,Yes
S9_E_C_0041,15,Male,Rural,Low,83.06,4.2,2,54.21,90.71,Yes,8.9,High,Positive,Yes,Yes,No,No,Yes,Yes,13,8,0,2,High,East,9th,C,High School,Unemployed,Shared,Yes,Anxious,Good,Car,Yes
S6_N_D_0036,12,Female,Rural,Low,79.5,4.2,1,98.24,49.98,Yes,8.6,High,Positive,Yes,Yes,Yes,No,No,Yes,7,5,1,4,High,North,6th,D,Bachelor,Engineer,Quiet,Yes,Stressed,Good,Walk,No
S10_W_D_0040,16,Female,Urban,Medium,91.34,4.6,3,87.3,61.95,Yes,6.1,High,Negative,Yes,Yes,Yes,No,No,No,5,7,0,0,High,West,10th,D,Bachelor,Teacher,Quiet,Yes,Stable,Good,Bus,Yes
S9_E_A_0029,14,Male,Urban,Low,90.44,5.6,0,85.44,49.85,No,8.7,High,Neutral,Yes,No,Yes,Yes,Yes,No,16,7,1,3,Low,East,9th,A,,Teacher,Quiet,No,Stressed,Average,Bus,No
S8_W_A_0037,14,Female,Rural,Medium,99.92,3.8,0,68.55,50.81,Yes,8.8,High,Positive,Yes,No,Yes,Yes,No,No,17,5,3,2,Medium,West,8th,A,Master,Engineer,Shared,Yes,Anxious,Average,Walk,Yes
S10_E_C_0054,15,Female,Rural,Low,93.84,1.1,2,76.03,45.53,No,6.2,Low,Neutral,No,Yes,No,Yes,No,No,17,1,3,3,High,East,10th,C,High School,Engineer,Shared,No,Stable,Average,Cycle,Yes
S8_E_A_0044,13,Female,Urban,Medium,80.13,4.4,3,66.44,51.34,Yes,6.3,Medium,Neutral,Yes,Yes,No,Yes,Yes,Yes,15,7,0,2,Medium,East,8th,A,Bachelor,Engineer,Shared,No,Anxious,Good,Cycle,Yes
S8_S_C_0045,14,Female,Suburban,High,93.42,3.0,3,96.31,92.51,Yes,6.1,Medium,Neutral,Yes,No,No,No,No,No,11,8,4,2,High,South,8th,C,Bachelor,Teacher,Shared,Yes,Stable,Good,Walk,No
S7_S_A_0043,13,Female,Suburban,Medium,88.14,1.7,0,88.44,58.5,No,8.8,High,Positive,No,No,No,No,Yes,No,6,3,0,2,Medium,South,7th,A,,Unemployed,Shared,No,Stable,Average,Cycle,No
S12_E_C_0035,17,Female,Urban,Medium,79.99,2.9,3,59.08,61.04,Yes,7.3,Low,Negative,No,Yes,No,Yes,Yes,No,10,6,2,1,Medium,East,12th,C,,Unemployed,Shared,Yes,Stressed,Average,Bus,No
S11_E_C_0041,16,Female,Suburban,High,88.48,3.2,2,94.26,46.5,No,9.0,High,Negative,Yes,Yes,Yes,Yes,No,Yes,8,2,2,0,Medium,East,11th,C,Bachelor,Unemployed,Shared,No,Stressed,Poor,Cycle,No
S11_W_A_0051,16,Female,Suburban,High,79.91,3.1,3,67.18,65.95,No,7.9,High,Positive,No,Yes,No,No,Yes,Yes,17,3,0,2,Low,West,11th,A,Master,Teacher,Shared,Yes,Stable,Average,Walk,Yes
S9_W_A_0049,14,Male,Suburban,High,90.2,1.9,3,62.08,42.67,Yes,8.7,Medium,Neutral,Yes,No,Yes,No,Yes,Yes,3,0,2,0,Low,West,9th,A,Master,Farmer,Quiet,No,Anxious,Average,Bus,No
S10_N_C_0052,15,Male,Rural,High,85.98,4.6,3,93.38,62.91,No,5.2,Medium,Positive,Yes,Yes,No,No,Yes,Yes,12,7,4,1,Medium,North,10th,C,Master,Teacher,Shared,No,Stressed,Good,Bus,No
S6_E_A_0044,12,Male,Suburban,Medium,90.68,5.9,2,98.47,45.53,Yes,7.7,Medium,Neutral,Yes,Yes,No,Yes,No,Yes,15,6,1,3,Low,East,6th,A,,Engineer,Quiet,Yes,Stressed,Good,Walk,Yes
S6_E_D_0038,12,Male,Suburban,High,88.42,3.9,2,73.44,47.47,No,5.8,Medium,Negative,No,No,Yes,No,Yes,Yes,19,8,1,4,Medium,East,6th,D,Master,Teacher,Quiet,Yes,Stressed,Poor,Car,Yes
S6_N_A_0032,12,Female,Suburban,High,96.05,3.8,0,64.72,93.19,No,7.7,Low,Negative,Yes,No,No,No,No,Yes,18,3,3,2,Low,North,6th,A,,Unemployed,Shared,Yes,Anxious,Average,Bus,No
S11_N_B_0043,16,Female,Urban,High,81.79,5.4,2,79.58,40.43,No,7.8,Low,Neutral,No,No,No,Yes,Yes,No,15,2,3,1,Medium,North,11th,B,,Unemployed,Shared,Yes,Anxious,Average,Bus,Yes
S6_S_B_0049,11,Male,Suburban,Medium,92.79,2.8,3,66.8,80.02,Yes,6.9,Medium,Neutral,Yes,No,Yes,Yes,Yes,Yes,5,0,4,0,High,South,6th,B,,Engineer,Quiet,No,Stable,Average,Car,No
S9_W_D_0047,15,Male,Suburban,High,97.95,5.7,2,46.56,95.41,Yes,6.0,Medium,Negative,No,No,Yes,No,No,Yes,16,5,0,3,Low,West,9th,D,High School,Farmer,Noisy,No,Stressed,Good,Walk,No
S12_E_B_0034,17,Male,Rural,Low,93.22,3.3,0,91.23,94.85,Yes,4.4,High,Neutral,Yes,No,No,Yes,No,No,15,4,0,4,Low,East,12th,B,High School,Engineer,Noisy,No,Anxious,Average,Cycle,Yes
S12_N_B_0053,17,Female,Urban,High,93.22,4.1,3,68.88,48.81,Yes,7.9,Medium,Neutral,No,Yes,No,Yes,Yes,No,2,0,0,3,Medium,North,12th,B,Master,Engineer,Shared,Yes,Anxious,Average,Car,Yes
S6_E_A_0045,12,Female,Rural,Low,77.46,1.1,2,82.14,80.83,Yes,4.3,Medium,Positive,Yes,Yes,No,No,No,Yes,13,2,2,4,Low,East,6th,A,Bachelor,Teacher,Quiet,No,Stressed,Average,Cycle,No
S8_S_B_0033,14,Male,Rural,Medium,86.23,1.6,2,50.89,48.89,Yes,5.0,Low,Positive,Yes,No,Yes,No,Yes,Yes,19,4,1,4,Medium,South,8th,B,Master,Farmer,Quiet,Yes,Stable,Poor,Walk,No
S7_N_B_0035,13,Female,Suburban,Medium,84.14,4.5,3,90.63,41.74,No,7.2,High,Negative,Yes,No,No,No,No,Yes,10,8,4,2,Low,North,7th,B,High School,Engineer,Quiet,Yes,Stressed,Good,Walk,Yes
S6_W_B_0045,11,Male,Suburban,Low,98.92,3.2,0,41.89,78.12,No,5.8,High,Negative,No,No,Yes,No,No,Yes,16,8,3,3,High,West,6th,B,Bachelor,Unemployed,Shared,No,Stable,Poor,Walk,No
S10_S_A_0036,15,Male,Suburban,Low,82.69,4.9,1,71.11,79.09,No,6.1,Low,Neutral,Yes,No,No,No,No,Yes,11,1,4,2,Medium,South,10th,A,High School,Teacher,Noisy,No,Stable,Good,Cycle,Yes
S7_W_A_0045,13,Male,Rural,High,87.59,4.7,2,50.64,58.62,No,7.4,Low,Neutral,Yes,Yes,No,Yes,Yes,Yes,13,4,0,1,Medium,West,7th,A,,Teacher,Quiet,Yes,Anxious,Poor,Cycle,No
S8_N_D_0040,13,Female,Suburban,High,83.19,6.0,3,50.59,56.66,Yes,8.4,High,Negative,Yes,Yes,No,No,Yes,Yes,2,8,0,3,Medium,North,8th,D,Bachelor,Engineer,Quiet,Yes,Stable,Poor,Walk,Yes
S11_S_A_0054,16,Male,Urban,Low,92.32,5.4,0,47.4,95.84,No,8.7,Medium,Negative,Yes,No,Yes,No,Yes,Yes,0,5,0,0,High,South,11th,A,Bachelor,Engineer,Quiet,No,Stressed,Average,Car,Yes
S8_N_B_0049,14,Male,Urban,Medium,89.66,3.4,1,62.97,77.88,No,8.0,Low,Positive,No,No,Yes,No,No,No,0,2,3,1,High,North,8th,B,,Engineer,Shared,No,Stressed,Average,Bus,No
S9_E_D_0039,14,Female,Suburban,Medium,83.94,2.3,1,59.34,93.9,No,7.9,Medium,Positive,No,No,Yes,Yes,No,No,6,4,0,2,Low,East,9th,D,High School,Unemployed,Shared,Yes,Stressed,Good,Car,Yes
S11_W_D_0043,17,Male,Suburban,Low,97.24,2.7,1,58.51,68.8,No,4.4,High,Negative,Yes,Yes,No,Yes,No,Yes,15,2,4,2,Medium,West,11th,D,High School,Engineer,Quiet,No,Stressed,Good,Car,Yes
S12_S_A_0048,17,Female,Urban,Low,86.94,2.9,0,62.4,86.57,No,7.3,Low,Neutral,No,No,Yes,No,Yes,Yes,2,1,4,2,Medium,South,12th,A,Master,Teacher,Shared,Yes,Stable,Average,Cycle,No
S6_N_D_0037,12,Male,Urban,High,97.6,5.0,1,88.06,86.24,No,5.7,Low,Neutral,Yes,Yes,Yes,Yes,No,No,6,9,4,2,High,North,6th,D,Bachelor,Engineer,Shared,No,Stressed,Average,Bus,Yes
S6_S_D_0042,12,Male,Urban,Low,84.85,4.5,3,63.31,83.57,No,4.6,High,Neutral,Yes,No,Yes,Yes,No,No,3,7,1,0,Low,South,6th,D,Master,Engineer,Quiet,Yes,Stable,Average,Car,Yes
S6_S_D_0043,12,Male,Suburban,Low,91.27,5.3,0,59.08,79.52,Yes,4.2,Low,Negative,Yes,Yes,No,Yes,Yes,No,18,4,0,2,High,South,6th,D,Master,Unemployed,Shared,No,Stressed,Poor,Car,Yes
S12_E_C_0036,17,Female,Rural,Low,85.79,2.5,3,88.14,62.62,No,8.9,High,Neutral,No,No,Yes,Yes,No,No,16,5,1,2,Medium,East,12th,C,Master,Teacher,Shared,No,Stable,Average,Cycle,Yes
S8_N_C_0052,14,Male,Urban,Low,98.26,2.7,1,43.24,95.86,No,5.8,High,Positive,No,No,No,Yes,No,Yes,10,8,1,1,Low,North,8th,C,High School,Teacher,Shared,Yes,Stressed,Average,Cycle,Yes
S9_S_D_0049,14,Female,Urban,High,78.16,4.5,1,88.47,84.46,Yes,6.8,High,Positive,Yes,Yes,No,Yes,No,Yes,1,2,4,3,Medium,South,9th,D,Master,Teacher,Shared,No,Anxious,Poor,Bus,Yes
S8_N_B_0050,13,Male,Rural,Low,76.37,2.7,2,74.87,90.93,Yes,8.6,High,Neutral,Yes,Yes,No,Yes,Yes,No,3,3,1,1,Low,North,8th,B,High School,Teacher,Noisy,No,Anxious,Good,Walk,No
S7_E_B_0042,13,Female,Suburban,High,87.33,1.5,0,68.39,68.62,No,5.6,Medium,Negative,No,Yes,No,No,No,No,18,2,2,2,Medium,East,7th,B,Master,Teacher,Quiet,No,Stressed,Poor,Car,Yes
S6_N_D_0038,12,Female,Suburban,Low,93.66,1.6,3,80.03,97.8,Yes,6.7,High,Positive,No,No,Yes,No,No,No,11,4,0,3,High,North,6th,D,Master,Teacher,Noisy,Yes,Stable,Average,Car,Yes
S9_S_B_0043,14,Female,Urban,Medium,98.42,4.7,0,86.76,73.06,No,6.0,Low,Positive,Yes,Yes,Yes,Yes,Yes,No,1,1,1,2,High,South,9th,B,Master,Unemployed,Shared,Yes,Anxious,Good,Cycle,No
S6_N_D_0039,12,Male,Urban,Medium,85.27,2.1,1,95.5,88.21,No,8.4,Medium,Negative,Yes,No,No,Yes,No,No,7,8,3,0,High,North,6th,D,High School,Unemployed,Noisy,No,Stable,Average,Cycle,No
S8_W_B_0043,14,Male,Urban,High,86.72,5.3,0,91.81,60.99,No,6.4,Low,Negative,Yes,No,Yes,No,No,Yes,8,5,0,1,High,West,8th,B,High School,Engineer,Quiet,No,Stressed,Average,Cycle,Yes
S6_E_D_0039,12,Female,Urban,Low,85.32,4.8,3,44.24,68.4,Yes,4.0,High,Positive,No,No,Yes,Yes,Yes,No,3,7,0,3,High,East,6th,D,High School,Farmer,Quiet,Yes,Stressed,Poor,Car,Yes
S8_N_B_0051,14,Female,Urban,High,80.92,3.5,1,60.63,90.79,Yes,8.2,Medium,Positive,Yes,Yes,No,No,Yes,Yes,2,7,0,3,Low,North,8th,B,High School,Unemployed,Quiet,No,Stressed,Poor,Walk,Yes
S7_W_C_0045,13,Female,Urban,Low,90.07,3.5,2,45.67,71.35,No,8.3,High,Neutral,No,No,Yes,No,No,Yes,8,0,4,1,High,West,7th,C,High School,Unemployed,Noisy,Yes,Stable,Good,Walk,Yes
S10_W_C_0051,15,Male,Suburban,High,77.11,5.8,1,87.71,67.25,Yes,6.5,High,Negative,Yes,Yes,Yes,Yes,Yes,No,15,3,0,1,Low,West,10th,C,Master,Farmer,Noisy,No,Anxious,Poor,Walk,Yes
S7_S_C_0049,13,Female,Suburban,Low,78.84,5.0,1,70.61,43.5,Yes,5.1,Medium,Positive,No,Yes,No,Yes,Yes,No,8,3,0,4,Medium,South,7th,C,High School,Teacher,Shared,No,Stable,Average,Cycle,Yes
S11_W_A_0052,17,Female,Rural,Medium,99.74,2.6,1,53.9,97.45,Yes,7.9,Low,Neutral,Yes,No,Yes,Yes,No,No,6,1,0,4,High,West,11th,A,Bachelor,Teacher,Quiet,Yes,Anxious,Average,Walk,No
S12_N_B_0054,17,Female,Suburban,Low,84.52,2.6,0,66.93,79.89,Yes,8.8,Low,Negative,Yes,Yes,Yes,Yes,Yes,No,14,4,1,0,High,North,12th,B,,Farmer,Shared,Yes,Anxious,Good,Walk,Yes
S12_S_A_0049,17,Female,Urban,Low,93.03,3.8,0,54.4,73.39,Yes,8.4,Low,Positive,No,Yes,No,Yes,No,No,15,6,4,4,Medium,South,12th,A,High School,Farmer,Noisy,No,Stressed,Poor,Cycle,Yes
S6_E_A_0046,12,Female,Suburban,Medium,98.77,3.2,2,44.97,91.7,No,8.3,Medium,Neutral,No,No,Yes,No,No,No,2,4,0,4,High,East,6th,A,High School,Teacher,Shared,Yes,Anxious,Good,Cycle,No
S12_W_A_0054,17,Male,Suburban,High,80.71,2.8,3,60.14,91.32,Yes,8.3,High,Positive,Yes,No,Yes,No,No,No,5,5,0,0,Low,West,12th,A,Master,Engineer,Quiet,No,Stressed,Average,Cycle,Yes
S7_E_D_0035,13,Male,Rural,Low,99.18,5.8,3,60.1,67.08,No,8.8,High,Neutral,No,No,Yes,Yes,Yes,No,14,1,2,3,Low,East,7th,D,High School,Unemployed,Noisy,Yes,Anxious,Average,Walk,No
S8_W_A_0038,13,Female,Rural,Medium,95.28,3.5,3,86.21,55.93,No,8.6,Low,Neutral,Yes,Yes,No,No,No,No,11,5,1,3,Medium,West,8th,A,,Engineer,Quiet,No,Stressed,Poor,Bus,Yes
S11_N_C_0039,16,Male,Suburban,Low,78.41,2.9,1,90.83,88.01,No,7.9,Medium,Neutral,Yes,Yes,Yes,Yes,Yes,No,19,8,0,0,High,North,11th,C,Master,Engineer,Shared,No,Stressed,Average,Bus,No
S6_S_B_0050,12,Female,Suburban,High,75.09,3.3,0,78.29,62.57,Yes,7.1,High,Negative,No,No,Yes,Yes,Yes,Yes,13,9,0,3,High,South,6th,B,Bachelor,Teacher,Shared,Yes,Anxious,Poor,Bus,Yes
S9_E_C_0042,14,Male,Rural,Medium,97.93,3.0,0,63.0,86.53,Yes,7.0,Low,Positive,Yes,No,No,Yes,No,Yes,10,9,2,0,Medium,East,9th,C,Master,Engineer,Quiet,No,Anxious,Good,Walk,No
S12_W_A_0055,17,Male,Rural,Low,82.86,5.6,1,71.93,60.49,No,4.1,Medium,Neutral,No,No,Yes,No,Yes,No,8,0,2,3,Medium,West,12th,A,Master,Engineer,Noisy,Yes,Stable,Good,Cycle,Yes
S8_S_A_0059,13,Female,Rural,Medium,76.21,1.6,0,56.23,85.13,Yes,5.9,Medium,Negative,No,Yes,Yes,Yes,Yes,No,14,3,1,3,High,South,8th,A,,Engineer,Shared,Yes,Anxious,Poor,Bus,No
S9_W_D_0048,15,Female,Urban,High,87.41,2.9,3,67.64,87.74,Yes,7.2,Medium,Neutral,No,Yes,Yes,No,No,No,14,5,0,2,High,West,9th,D,Bachelor,Farmer,Noisy,Yes,Stressed,Good,Cycle,No
S11_N_D_0053,16,Female,Urban,High,89.09,4.1,3,51.73,89.35,Yes,6.5,High,Neutral,No,Yes,Yes,Yes,No,No,8,5,0,1,High,North,11th,D,,Farmer,Quiet,Yes,Stable,Good,Car,No
S8_E_C_0051,14,Female,Urban,Low,82.63,4.1,1,84.45,74.0,No,4.2,High,Negative,Yes,Yes,No,No,No,Yes,17,2,1,2,High,East,8th,C,High School,Engineer,Shared,No,Stable,Good,Walk,No
S12_S_B_0035,17,Female,Rural,Medium,97.49,1.7,1,77.73,82.78,Yes,6.0,High,Negative,No,Yes,Yes,No,Yes,No,18,7,3,1,High,South,12th,B,High School,Teacher,Shared,No,Anxious,Good,Bus,Yes
S12_E_A_0037,17,Male,Rural,High,99.66,1.3,2,85.27,85.81,No,8.5,Low,Neutral,Yes,No,No,No,Yes,Yes,8,1,3,3,Low,East,12th,A,High School,Farmer,Quiet,Yes,Stressed,Poor,Walk,Yes
S8_S_A_0060,14,Female,Suburban,Low,89.05,4.0,1,45.71,46.44,No,4.0,Medium,Negative,Yes,Yes,Yes,No,No,Yes,15,4,0,1,Medium,South,8th,A,,Unemployed,Shared,Yes,Stable,Good,Bus,Yes
S12_S_D_0035,17,Female,Rural,High,97.9,1.8,0,69.54,91.62,No,8.1,Medium,Negative,No,No,No,No,Yes,Yes,18,9,3,2,Medium,South,12th,D,Master,Teacher,Quiet,No,Stressed,Good,Bus,No
